id,loan_amnt,grade,sub_grade,verification_status,issue_d,loan_status,addr_state,home_ownership,revol_bal,total_pymnt,last_pymnt_d,issue_year,issue_month
725933,13500,A,A5,Verified,2011-04-01,Fully Paid,MI,MORTGAGE,3743,13752.60459,2011-07-01,2011,4
725939,10000,E,E3,Source Verified,2011-05-01,Charged Off,CA,RENT,34614,1544.28,2011-11-01,2011,5
725962,5000,C,C2,Source Verified,2011-04-01,Charged Off,OR,RENT,8121,2378.73,2012-11-01,2011,4
725985,24000,D,D2,Verified,2011-05-01,Fully Paid,NC,RENT,2033,21553.04,2016-05-01,2011,5
725986,4000,A,A3,Source Verified,2011-04-01,Fully Paid,TX,RENT,429,4089.06,2011-09-01,2011,4
725989,8000,A,A2,Source Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,31533,8734.124558,2014-05-01,2011,4
726018,4500,A,A2,Verified,2011-04-01,Fully Paid,GA,RENT,285,4912.924985,2014-05-01,2011,4
726025,5100,B,B2,Source Verified,2011-04-01,Fully Paid,TX,RENT,2326,5924.213101,2014-05-01,2011,4
726037,5600,D,D2,Not Verified,2011-04-01,Charged Off,CA,RENT,12962,1192.16,2011-09-01,2011,4
726038,35000,C,C1,Verified,2011-04-01,Charged Off,TX,MORTGAGE,44646,22033.94,2013-04-01,2011,4
726070,5000,D,D4,Source Verified,2011-04-01,Fully Paid,CT,MORTGAGE,4287,6290.661179,2014-02-01,2011,4
726080,16000,D,D2,Source Verified,2011-04-01,Fully Paid,CO,RENT,28218,18230.96149,2012-06-01,2011,4
726130,16000,A,A2,Source Verified,2011-04-01,Fully Paid,CO,RENT,482,17200.88251,2014-01-01,2011,4
726165,15000,C,C1,Verified,2011-04-01,Fully Paid,FL,MORTGAGE,14824,18111.54219,2014-05-01,2011,4
726194,2000,C,C2,Source Verified,2011-04-01,Fully Paid,AL,RENT,6001,2364.832662,2013-03-01,2011,4
726230,5000,B,B5,Source Verified,2011-04-01,Fully Paid,MA,RENT,775,5902.312189,2014-05-01,2011,4
726232,6500,B,B4,Source Verified,2011-04-01,Fully Paid,IL,RENT,2909,7415.745413,2013-01-01,2011,4
726234,17000,B,B5,Verified,2011-05-01,Charged Off,CA,MORTGAGE,49550,9311.51,2012-01-01,2011,5
726242,14400,F,F1,Not Verified,2011-04-01,Fully Paid,MO,MORTGAGE,20118,22057.46998,2016-05-01,2011,4
726272,8000,A,A5,Source Verified,2011-04-01,Fully Paid,MI,RENT,1832,8372.655918,2012-01-01,2011,4
726300,10000,B,B3,Verified,2011-04-01,Charged Off,FL,RENT,623,762.08,2011-06-01,2011,4
726304,3000,B,B3,Source Verified,2011-04-01,Fully Paid,MO,MORTGAGE,30951,3168.62772,2011-11-01,2011,4
726324,35000,D,D4,Verified,2011-04-01,Fully Paid,OK,MORTGAGE,40938,48910.83989,2014-10-01,2011,4
726335,12000,B,B5,Verified,2011-04-01,Charged Off,FL,RENT,371,1299.49,2011-06-01,2011,4
726345,7000,B,B5,Not Verified,2011-04-01,Fully Paid,PA,OWN,7940,8250.843735,2014-01-01,2011,4
726423,24000,D,D2,Verified,2011-04-01,Fully Paid,MO,MORTGAGE,20130,27123.11903,2012-05-01,2011,4
726424,12000,D,D2,Source Verified,2011-04-01,Fully Paid,CA,RENT,5608,14956.34627,2014-05-01,2011,4
726513,8000,E,E2,Not Verified,2011-04-01,Fully Paid,CO,RENT,5762,10889.12253,2013-12-01,2011,4
726520,5000,A,A2,Not Verified,2011-04-01,Fully Paid,MD,RENT,4818,5192.25245,2012-05-01,2011,4
726527,3000,B,B4,Not Verified,2011-04-01,Fully Paid,NY,RENT,5387,3522.481006,2014-05-01,2011,4
726552,12000,D,D4,Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,14060,15138.59713,2014-05-01,2011,4
726595,7000,B,B4,Source Verified,2011-04-01,Fully Paid,HI,OWN,4168,8219.1015,2014-05-01,2011,4
726602,2400,A,A5,Source Verified,2011-04-01,Fully Paid,AZ,RENT,943,2652.224034,2013-03-01,2011,4
726611,21600,C,C4,Verified,2011-04-01,Fully Paid,NV,RENT,1123,29796.70272,2015-12-01,2011,4
726629,7200,B,B2,Verified,2011-04-01,Fully Paid,TX,RENT,2305,7707.391418,2012-04-01,2011,4
726634,11000,B,B2,Verified,2011-04-01,Fully Paid,NY,RENT,8781,12777.80069,2014-05-01,2011,4
726651,25000,C,C2,Verified,2011-04-01,Fully Paid,VA,RENT,14168,34175.58,2016-05-01,2011,4
726681,2000,E,E2,Source Verified,2011-04-01,Fully Paid,OH,RENT,1494,2967.427698,2016-05-01,2011,4
726700,3000,B,B1,Not Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,12712,3466.076879,2014-05-01,2011,4
726764,10000,C,C3,Source Verified,2011-04-01,Charged Off,NC,MORTGAGE,4034,6584.23,2012-12-01,2011,4
726767,4000,A,A5,Source Verified,2011-04-01,Fully Paid,TX,MORTGAGE,11781,4489.880273,2014-05-01,2011,4
726783,21850,B,B3,Verified,2011-04-01,Fully Paid,OR,MORTGAGE,0,28094.08004,2016-04-01,2011,4
726811,12000,A,A3,Not Verified,2011-04-01,Fully Paid,CA,MORTGAGE,11998,13156.12656,2013-08-01,2011,4
726813,34000,B,B2,Verified,2011-04-01,Fully Paid,CO,RENT,35656,38913.93005,2013-03-01,2011,4
726815,19200,A,A5,Source Verified,2011-04-01,Fully Paid,CA,RENT,2378,21109.45119,2013-01-01,2011,4
726854,24000,C,C1,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,12345,32528.80005,2016-05-01,2011,4
726872,6850,A,A3,Source Verified,2011-04-01,Fully Paid,NY,MORTGAGE,17440,7605.26625,2014-05-01,2011,4
726890,5000,B,B2,Source Verified,2011-04-01,Fully Paid,FL,RENT,3448,6332.87,2015-07-01,2011,4
726906,3000,A,A4,Not Verified,2011-04-01,Fully Paid,VA,MORTGAGE,5904,3291.978681,2013-02-01,2011,4
726965,7875,A,A5,Verified,2011-04-01,Fully Paid,KS,MORTGAGE,14256,8839.419327,2014-05-01,2011,4
727048,8000,D,D5,Source Verified,2011-04-01,Fully Paid,NJ,RENT,2761,10116.95816,2014-03-01,2011,4
727050,10000,A,A4,Not Verified,2011-04-01,Fully Paid,CA,MORTGAGE,3181,10917.23908,2012-12-01,2011,4
727052,16000,B,B5,Verified,2011-04-01,Fully Paid,NY,OWN,13236,20785.82,2015-07-01,2011,4
727058,2700,B,B4,Not Verified,2011-04-01,Fully Paid,AZ,MORTGAGE,20660,3056.227276,2012-11-01,2011,4
727063,13000,B,B5,Source Verified,2011-04-01,Charged Off,GA,MORTGAGE,14957,2548.5,2012-02-01,2011,4
727077,10000,C,C5,Verified,2011-04-01,Fully Paid,PA,MORTGAGE,7178,13816.17,2015-05-01,2011,4
727109,3000,C,C3,Not Verified,2011-04-01,Fully Paid,NY,RENT,3693,3661.309849,2014-05-01,2011,4
727113,6000,E,E1,Source Verified,2011-04-01,Fully Paid,NY,RENT,1695,7368.664418,2013-03-01,2011,4
727143,8000,D,D4,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,19813,11583.58751,2016-05-01,2011,4
727157,7500,E,E3,Source Verified,2011-04-01,Fully Paid,AZ,MORTGAGE,38646,7607.69,2011-06-01,2011,4
727165,4200,B,B3,Verified,2011-04-01,Fully Paid,HI,RENT,5381,4854.114886,2013-07-01,2011,4
727166,5000,A,A4,Not Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,15060,5549.022305,2013-08-01,2011,4
727197,4000,A,A2,Verified,2011-04-01,Fully Paid,TX,RENT,73,4248.386673,2012-08-01,2011,4
727221,9000,B,B5,Not Verified,2011-04-01,Fully Paid,FL,RENT,10910,10035.495,2012-08-01,2011,4
727224,10000,A,A4,Not Verified,2011-04-01,Fully Paid,NY,RENT,1540,11163.54473,2014-05-01,2011,4
727247,35000,C,C5,Source Verified,2011-04-01,Fully Paid,MD,MORTGAGE,26525,49047.24995,2016-04-01,2011,4
727293,15000,D,D3,Source Verified,2011-04-01,Fully Paid,VT,RENT,7760,18793.39651,2014-05-01,2011,4
727311,3000,A,A5,Not Verified,2011-04-01,Fully Paid,CA,RENT,12833,3382.999752,2014-05-01,2011,4
727324,8000,B,B3,Not Verified,2011-04-01,Fully Paid,MI,RENT,9002,10043.34,2014-10-01,2011,4
727331,16800,B,B5,Source Verified,2011-04-01,Fully Paid,AL,MORTGAGE,21067,21627.85012,2015-02-01,2011,4
727355,12000,A,A4,Verified,2011-04-01,Fully Paid,OR,RENT,13159,13396.25366,2014-05-01,2011,4
727361,5075,B,B2,Not Verified,2011-04-01,Fully Paid,CT,RENT,4844,5895.581559,2014-06-01,2011,4
727377,20000,D,D3,Verified,2011-04-01,Fully Paid,AZ,MORTGAGE,18068,24313.6778,2012-12-01,2011,4
727396,35000,C,C2,Verified,2011-04-01,Charged Off,VA,RENT,6351,20730.96,2013-08-01,2011,4
727397,7000,B,B4,Verified,2011-04-01,Charged Off,CA,RENT,6372,6602.84,2013-10-01,2011,4
727407,12000,E,E2,Not Verified,2011-04-01,Fully Paid,MN,MORTGAGE,9923,15924.5862,2013-08-01,2011,4
727422,15000,A,A5,Verified,2011-04-01,Fully Paid,OK,MORTGAGE,8030,15602.31673,2011-12-01,2011,4
727426,4000,B,B1,Not Verified,2011-04-01,Fully Paid,NC,MORTGAGE,2667,4273.388681,2012-08-01,2011,4
727448,16250,B,B3,Source Verified,2011-04-01,Fully Paid,KS,MORTGAGE,1236,20637.44998,2015-04-01,2011,4
727449,7975,A,A2,Not Verified,2011-04-01,Fully Paid,OH,MORTGAGE,3123,8587.701407,2013-03-01,2011,4
727469,6000,A,A4,Source Verified,2011-04-01,Fully Paid,CA,OWN,875,6567.426979,2013-01-01,2011,4
727473,6625,E,E1,Not Verified,2011-04-01,Fully Paid,AL,MORTGAGE,181,8526.379384,2014-10-01,2011,4
727518,18500,C,C1,Verified,2011-04-01,Charged Off,MN,MORTGAGE,15238,18512.99,2014-10-01,2011,4
727521,8250,B,B1,Not Verified,2011-04-01,Fully Paid,PA,MORTGAGE,16638,10184.83,2014-10-01,2011,4
727524,6000,A,A2,Not Verified,2011-04-01,Fully Paid,CA,RENT,10723,6550.577357,2014-05-01,2011,4
727537,9000,A,A4,Not Verified,2011-04-01,Fully Paid,IL,MORTGAGE,8274,10047.19134,2014-05-01,2011,4
727547,2500,D,D1,Not Verified,2011-04-01,Fully Paid,PA,RENT,3080,3122.064624,2014-05-01,2011,4
727583,5550,C,C2,Not Verified,2011-04-01,Charged Off,PA,OWN,12966,0.0,,2011,4
727613,15000,B,B1,Not Verified,2011-04-01,Charged Off,VA,MORTGAGE,12542,5668.0,2012-04-01,2011,4
727624,24000,C,C1,Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,9769,29835.71641,2013-09-01,2011,4
727637,18200,F,F1,Source Verified,2011-04-01,Fully Paid,GA,MORTGAGE,25030,27878.32003,2016-05-01,2011,4
727656,5000,A,A3,Not Verified,2011-04-01,Fully Paid,AL,MORTGAGE,34173,5448.325747,2013-01-01,2011,4
727666,4200,C,C1,Source Verified,2011-04-01,Fully Paid,NY,RENT,4680,5071.237835,2014-05-01,2011,4
727669,16000,E,E1,Verified,2011-04-01,Charged Off,CA,RENT,4801,8402.53,2013-11-01,2011,4
727675,15000,A,A2,Verified,2011-04-01,Fully Paid,IL,MORTGAGE,2916,16355.12256,2014-01-01,2011,4
727693,4800,D,D3,Not Verified,2011-05-01,Fully Paid,MA,RENT,0,6117.000699,2014-05-01,2011,5
727701,7200,A,A4,Source Verified,2011-04-01,Fully Paid,MO,MORTGAGE,59207,7765.24658,2012-09-01,2011,4
727724,10000,D,D3,Source Verified,2011-04-01,Fully Paid,PA,RENT,10556,14225.45,2015-07-01,2011,4
727741,2400,C,C5,Verified,2011-04-01,Fully Paid,CO,MORTGAGE,45762,3311.45,2015-06-01,2011,4
727755,6800,B,B3,Source Verified,2011-04-01,Fully Paid,TX,RENT,10373,7079.949578,2011-10-01,2011,4
727772,3000,D,D1,Source Verified,2011-04-01,Fully Paid,WA,OWN,1879,3719.497712,2014-05-01,2011,4
727797,30000,B,B5,Verified,2011-04-01,Fully Paid,GA,MORTGAGE,127,34225.44789,2012-09-01,2011,4
727804,5000,A,A3,Not Verified,2011-04-01,Fully Paid,IL,RENT,4501,5478.054023,2013-11-01,2011,4
727843,10500,E,E3,Source Verified,2011-04-01,Fully Paid,PA,RENT,10006,13817.15028,2013-07-01,2011,4
727870,5600,C,C1,Source Verified,2011-04-01,Fully Paid,NJ,RENT,3426,6750.415821,2014-01-01,2011,4
727882,12000,A,A2,Verified,2011-04-01,Fully Paid,PA,MORTGAGE,20157,13101.18684,2014-05-01,2011,4
727889,5600,B,B1,Not Verified,2011-04-01,Fully Paid,OR,RENT,13600,6362.506513,2013-05-01,2011,4
727920,10000,A,A1,Not Verified,2011-04-01,Fully Paid,CA,MORTGAGE,78330,10857.53439,2014-05-01,2011,4
727942,9600,B,B2,Verified,2011-04-01,Charged Off,NV,MORTGAGE,8258,6165.43,2012-12-01,2011,4
727973,6500,B,B1,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,7476,6838.423033,2011-12-01,2011,4
727982,5000,D,D4,Source Verified,2011-04-01,Fully Paid,CO,RENT,2433,5843.575767,2012-07-01,2011,4
728015,16000,B,B5,Verified,2011-04-01,Fully Paid,CA,RENT,1692,19905.97229,2014-06-01,2011,4
728048,16000,D,D2,Verified,2011-05-01,Fully Paid,CA,OWN,4689,23234.99,2015-12-01,2011,5
728052,12000,D,D4,Source Verified,2011-04-01,Charged Off,OH,RENT,2003,1106.21,2011-07-01,2011,4
728055,8000,B,B4,Source Verified,2011-04-01,Fully Paid,MD,RENT,8214,9393.303534,2014-05-01,2011,4
728065,10000,F,F2,Source Verified,2011-04-01,Fully Paid,TX,RENT,9499,14466.38412,2014-06-01,2011,4
728078,2850,A,A5,Verified,2011-05-01,Fully Paid,VA,MORTGAGE,44107,3236.437988,2014-04-01,2011,5
728090,4000,C,C1,Source Verified,2011-04-01,Fully Paid,WI,RENT,3466,4361.647004,2012-02-01,2011,4
728135,10000,C,C1,Verified,2011-04-01,Charged Off,CA,MORTGAGE,18486,4719.83,2013-01-01,2011,4
728143,10000,B,B3,Verified,2011-04-01,Fully Paid,MI,MORTGAGE,21070,12753.45,2015-06-01,2011,4
728154,9600,A,A4,Not Verified,2011-04-01,Fully Paid,RI,RENT,15700,10707.92177,2013-12-01,2011,4
728170,29700,B,B5,Verified,2011-04-01,Fully Paid,NJ,RENT,195,35059.9448,2014-05-01,2011,4
728173,6000,D,D2,Verified,2011-04-01,Fully Paid,MI,MORTGAGE,2741,7478.173142,2014-05-01,2011,4
728199,6000,A,A5,Verified,2011-04-01,Fully Paid,NY,MORTGAGE,10260,6734.820411,2014-05-01,2011,4
728204,6500,B,B5,Not Verified,2011-04-01,Fully Paid,FL,MORTGAGE,188,6745.085178,2011-12-01,2011,4
728208,14400,C,C2,Verified,2011-05-01,Fully Paid,NJ,RENT,10032,17589.53347,2014-05-01,2011,5
728228,5000,C,C3,Source Verified,2011-04-01,Fully Paid,CA,MORTGAGE,0,5057.11,2011-07-01,2011,4
728237,18000,E,E2,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,7723,26707.18003,2016-05-01,2011,4
728245,8000,B,B3,Source Verified,2011-04-01,Fully Paid,NY,RENT,5344,8465.319331,2011-12-01,2011,4
728268,8000,D,D1,Source Verified,2011-04-01,Fully Paid,NC,OWN,160,9908.957523,2014-03-01,2011,4
728284,7125,A,A3,Verified,2011-04-01,Fully Paid,MD,RENT,12955,7782.846059,2013-03-01,2011,4
728317,4800,C,C3,Source Verified,2011-04-01,Fully Paid,MI,RENT,2448,5678.41472,2013-03-01,2011,4
728332,12000,D,D4,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,6337,16511.95802,2014-07-01,2011,4
728363,8100,A,A1,Verified,2011-04-01,Fully Paid,OR,MORTGAGE,4285,8794.590869,2014-04-01,2011,4
728403,15000,B,B2,Source Verified,2011-04-01,Fully Paid,MA,MORTGAGE,10396,17424.26842,2014-05-01,2011,4
728418,10000,B,B4,Verified,2011-04-01,Fully Paid,FL,RENT,278,12967.78701,2016-05-01,2011,4
728422,9350,B,B2,Not Verified,2011-04-01,Current,NY,RENT,88,11906.14,2016-05-01,2011,4
728438,15000,E,E1,Source Verified,2011-04-01,Fully Paid,CA,MORTGAGE,2896,20732.68401,2014-05-01,2011,4
728440,18225,B,B4,Source Verified,2011-04-01,Fully Paid,LA,RENT,38399,21399.12684,2014-05-01,2011,4
728452,30000,D,D4,Verified,2011-04-01,Fully Paid,FL,MORTGAGE,12324,36330.05611,2012-11-01,2011,4
728453,16000,F,F1,Not Verified,2011-04-01,Fully Paid,KS,RENT,10114,24502.92,2016-03-01,2011,4
728464,30000,C,C3,Verified,2011-04-01,Charged Off,IL,MORTGAGE,26791,19054.34,2013-12-01,2011,4
728482,14400,E,E2,Verified,2011-04-01,Fully Paid,PA,OWN,9168,21336.66953,2015-12-01,2011,4
728485,3900,A,A4,Verified,2011-04-01,Fully Paid,WV,MORTGAGE,3380,3924.26,2011-06-01,2011,4
728522,10800,B,B3,Not Verified,2011-05-01,Fully Paid,CA,MORTGAGE,14542,12726.95284,2014-05-01,2011,5
728558,17500,B,B4,Not Verified,2011-04-01,Fully Paid,MO,MORTGAGE,7598,20777.84853,2013-05-01,2011,4
728579,5000,B,B4,Verified,2011-04-01,Fully Paid,CO,OWN,11466,5744.173068,2013-04-01,2011,4
728584,11000,C,C3,Not Verified,2011-04-01,Fully Paid,MA,MORTGAGE,19625,12101.5059,2012-03-01,2011,4
728587,4200,B,B5,Source Verified,2011-04-01,Fully Paid,CA,RENT,1098,4546.635325,2012-03-01,2011,4
728590,26025,E,E3,Source Verified,2011-04-01,Fully Paid,LA,MORTGAGE,1374,29886.73693,2012-04-01,2011,4
728605,30000,C,C5,Verified,2011-04-01,Charged Off,IL,MORTGAGE,18880,16114.14,2013-05-01,2011,4
728623,17000,C,C3,Source Verified,2011-04-01,Fully Paid,CA,MORTGAGE,13176,22586.05481,2014-09-01,2011,4
728670,8000,D,D3,Source Verified,2011-04-01,Charged Off,NY,RENT,6665,2672.09,2011-11-01,2011,4
728696,12000,A,A5,Not Verified,2011-04-01,Fully Paid,VA,RENT,7079,14045.03,2015-01-01,2011,4
728741,10000,C,C5,Not Verified,2011-04-01,Fully Paid,NJ,RENT,5882,11128.2047,2012-04-01,2011,4
728795,2000,A,A5,Source Verified,2011-04-01,Charged Off,AZ,MORTGAGE,6274,1805.12,2013-09-01,2011,4
728836,14500,D,D5,Not Verified,2011-04-01,Fully Paid,KY,MORTGAGE,10641,19372.67244,2013-12-01,2011,4
728842,3000,A,A5,Verified,2011-04-01,Fully Paid,IL,MORTGAGE,331,3279.639951,2012-11-01,2011,4
728847,15000,F,F2,Verified,2011-04-01,Fully Paid,CA,OWN,86516,20174.33918,2013-07-01,2011,4
728859,20000,E,E5,Verified,2011-04-01,Fully Paid,NJ,RENT,72318,29513.36,2015-01-01,2011,4
728866,5000,G,G1,Verified,2011-04-01,Charged Off,OH,MORTGAGE,10634,1610.26,2012-04-01,2011,4
728919,12000,D,D5,Not Verified,2011-04-01,Fully Paid,CO,RENT,12311,15528.05655,2013-07-01,2011,4
728921,35000,C,C5,Verified,2011-04-01,Fully Paid,TX,MORTGAGE,13146,47460.26994,2014-10-01,2011,4
728941,10000,B,B4,Source Verified,2011-04-01,Fully Paid,CA,RENT,2292,10929.95935,2012-05-01,2011,4
728956,4000,A,A4,Not Verified,2011-04-01,Fully Paid,TX,MORTGAGE,12087,4785.111459,2016-05-01,2011,4
728966,25000,B,B5,Verified,2011-04-01,Fully Paid,VA,RENT,5675,29437.79758,2014-01-01,2011,4
729006,10000,A,A5,Not Verified,2011-04-01,Fully Paid,CA,RENT,0,11184.49118,2013-11-01,2011,4
729025,15000,B,B1,Not Verified,2011-04-01,Charged Off,CA,RENT,21001,15405.12,2014-01-01,2011,4
729036,4000,C,C3,Source Verified,2011-04-01,Fully Paid,MI,RENT,13706,4044.8,2011-06-01,2011,4
729078,32000,D,D5,Verified,2011-04-01,Charged Off,CA,OWN,4490,14446.35,2013-07-01,2011,4
729081,14000,E,E4,Verified,2011-04-01,Fully Paid,NH,OWN,10948,17481.03862,2012-12-01,2011,4
729084,25000,E,E2,Source Verified,2011-04-01,Fully Paid,AZ,MORTGAGE,8304,30941.79237,2012-12-01,2011,4
729085,17000,A,A5,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,19815,18865.15981,2013-05-01,2011,4
729091,9000,D,D1,Source Verified,2011-04-01,Fully Paid,CA,RENT,5493,11118.72587,2014-02-01,2011,4
729112,16000,B,B3,Source Verified,2011-04-01,Fully Paid,CA,RENT,12919,18401.54386,2013-05-01,2011,4
729122,6500,B,B4,Not Verified,2011-04-01,Fully Paid,OH,RENT,8377,7632.031751,2014-05-01,2011,4
729124,12875,D,D2,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,5492,14338.42193,2012-03-01,2011,4
729141,4800,D,D1,Verified,2011-04-01,Fully Paid,MD,RENT,267,5228.100317,2012-01-01,2011,4
729142,4800,E,E2,Source Verified,2011-04-01,Fully Paid,LA,RENT,1118,6093.144431,2013-03-01,2011,4
729147,10000,F,F2,Verified,2011-04-01,Fully Paid,CA,MORTGAGE,5201,10759.84805,2011-10-01,2011,4
729148,14000,E,E5,Source Verified,2011-04-01,Fully Paid,CA,RENT,7524,17877.96319,2013-02-01,2011,4
729260,15000,D,D2,Verified,2011-04-01,Fully Paid,AZ,RENT,12657,20172.59284,2014-05-01,2011,4
729261,24000,B,B4,Verified,2011-04-01,Fully Paid,WA,RENT,13408,28179.97318,2014-05-01,2011,4
729288,10000,E,E3,Source Verified,2011-04-01,Fully Paid,DC,RENT,6049,11972.53854,2012-08-01,2011,4
729348,9000,A,A3,Not Verified,2011-04-01,Fully Paid,SC,MORTGAGE,26016,9992.31241,2014-05-01,2011,4
729368,9000,C,C4,Source Verified,2011-04-01,Fully Paid,FL,MORTGAGE,35657,10991.15116,2013-12-01,2011,4
729375,18000,B,B5,Source Verified,2011-07-01,Fully Paid,CT,MORTGAGE,84148,21231.20935,2014-03-01,2011,7
729381,5500,C,C4,Source Verified,2011-04-01,Fully Paid,CA,RENT,8434,6727.412566,2014-01-01,2011,4
729446,15000,D,D2,Source Verified,2011-04-01,Fully Paid,CA,RENT,17583,18695.47813,2014-05-01,2011,4
729459,21000,B,B3,Verified,2011-04-01,Fully Paid,NY,RENT,16912,24469.20869,2014-01-01,2011,4
729502,15000,B,B1,Source Verified,2011-04-01,Fully Paid,FL,MORTGAGE,12775,17330.60631,2014-05-01,2011,4
729503,20000,B,B3,Not Verified,2011-04-01,Charged Off,CA,MORTGAGE,10363,15858.2,2014-07-01,2011,4
729524,20000,B,B4,Verified,2011-04-01,Fully Paid,IL,MORTGAGE,17981,25935.57403,2016-05-01,2011,4
729539,10500,D,D3,Verified,2011-04-01,Fully Paid,IL,MORTGAGE,33819,13155.35893,2014-05-01,2011,4
729542,2200,B,B3,Not Verified,2011-04-01,Fully Paid,GA,MORTGAGE,1966,2828.611047,2016-05-01,2011,4
729562,3000,B,B2,Source Verified,2011-04-01,Fully Paid,TX,RENT,2724,3025.09,2011-06-01,2011,4
729571,29000,D,D4,Verified,2011-04-01,Fully Paid,PA,MORTGAGE,33844,36523.79876,2014-05-01,2011,4
729572,17500,A,A4,Not Verified,2011-04-01,Fully Paid,MN,MORTGAGE,29359,19536.18274,2014-05-01,2011,4
729581,25000,C,C4,Verified,2011-04-01,Charged Off,MD,RENT,23967,12084.41,2013-01-01,2011,4
729584,5000,A,A1,Not Verified,2011-04-01,Fully Paid,NJ,MORTGAGE,8394,5232.228808,2012-05-01,2011,4
729594,6500,B,B3,Source Verified,2011-04-01,Fully Paid,MN,MORTGAGE,5388,7591.221806,2014-05-01,2011,4
729600,12000,B,B2,Not Verified,2011-04-01,Fully Paid,TX,RENT,13354,12563.82362,2011-11-01,2011,4
729609,7500,A,A5,Not Verified,2011-04-01,Fully Paid,FL,MORTGAGE,5391,9051.272406,2016-05-01,2011,4
729617,25000,C,C1,Verified,2011-04-01,Fully Paid,NC,MORTGAGE,16074,25529.66163,2011-08-01,2011,4
729647,7000,B,B5,Not Verified,2011-04-01,Fully Paid,IL,OWN,6772,8220.60605,2013-11-01,2011,4
729661,6000,B,B5,Not Verified,2011-04-01,Fully Paid,MD,RENT,8612,7082.787618,2014-05-01,2011,4
729691,4125,D,D1,Source Verified,2011-04-01,Fully Paid,IL,RENT,8045,5044.956906,2013-10-01,2011,4
729733,4800,D,D2,Not Verified,2011-04-01,Fully Paid,CA,RENT,5938,5944.799458,2014-03-01,2011,4
729738,30000,E,E1,Verified,2011-04-01,Fully Paid,CA,RENT,13773,37590.80639,2013-01-01,2011,4
729755,7000,D,D2,Not Verified,2011-04-01,Fully Paid,CA,RENT,3844,8707.376615,2014-02-01,2011,4
729785,8500,B,B3,Not Verified,2011-04-01,Fully Paid,NJ,RENT,7737,9926.940706,2014-05-01,2011,4
729789,6000,D,D3,Not Verified,2011-04-01,Fully Paid,CA,RENT,8833,8198.233031,2014-07-01,2011,4
729805,16000,B,B5,Not Verified,2011-05-01,Fully Paid,CA,RENT,39437,16946.20901,2016-05-01,2011,5
729821,10000,C,C1,Verified,2011-04-01,Fully Paid,MI,MORTGAGE,3758,13498.48,2016-02-01,2011,4
729827,8000,B,B4,Not Verified,2011-04-01,Fully Paid,NM,RENT,12183,9393.303534,2014-05-01,2011,4
729829,18000,C,C3,Verified,2011-05-01,Current,NY,MORTGAGE,20287,23486.09,2016-05-01,2011,5
729868,4200,A,A4,Source Verified,2011-04-01,Fully Paid,CA,MORTGAGE,23464,4481.007901,2012-06-01,2011,4
729869,5000,A,A4,Not Verified,2011-04-01,Fully Paid,CT,MORTGAGE,3060,5981.389324,2016-05-01,2011,4
729952,6500,B,B2,Not Verified,2011-04-01,Fully Paid,MD,RENT,8886,7474.635325,2013-08-01,2011,4
729958,1200,D,D2,Source Verified,2011-04-01,Fully Paid,OR,RENT,3204,1490.689262,2014-01-01,2011,4
729959,8000,A,A5,Source Verified,2011-04-01,Fully Paid,NY,RENT,91,8978.178892,2014-04-01,2011,4
729975,1500,A,A4,Source Verified,2011-04-01,Fully Paid,CA,RENT,17051,1671.963711,2014-01-01,2011,4
730003,5600,D,D2,Verified,2011-04-01,Fully Paid,MO,MORTGAGE,4028,6070.187833,2011-12-01,2011,4
730005,5000,B,B1,Not Verified,2011-04-01,Fully Paid,TX,MORTGAGE,11107,5628.928311,2013-04-01,2011,4
730014,7000,A,A5,Source Verified,2011-04-01,Charged Off,PA,RENT,5299,5381.41,2013-06-01,2011,4
730018,12000,B,B4,Not Verified,2011-04-01,Fully Paid,MD,RENT,9986,12213.20487,2011-07-01,2011,4
730034,11000,A,A3,Not Verified,2011-04-01,Fully Paid,VA,MORTGAGE,2399,12212.8349,2014-05-01,2011,4
730036,1000,E,E2,Source Verified,2011-04-01,Fully Paid,CA,RENT,546,1483.713849,2016-05-01,2011,4
730084,5000,A,A5,Not Verified,2011-04-01,Fully Paid,IL,MORTGAGE,3622,5612.350342,2014-05-01,2011,4
730086,6000,B,B2,Source Verified,2011-04-01,Charged Off,NM,MORTGAGE,8682,6153.9,2015-03-01,2011,4
730101,7600,C,C1,Source Verified,2011-04-01,Fully Paid,IL,RENT,1674,9139.171294,2014-02-01,2011,4
730130,17000,E,E3,Verified,2011-04-01,Charged Off,MD,RENT,21718,19139.74,2014-12-01,2011,4
730134,5125,B,B2,Source Verified,2011-04-01,Fully Paid,MO,OWN,5312,5953.29219,2014-05-01,2011,4
